municipio,candidato,cargo,partido,condicao,paginas_proposta,ano,num_arquivos,url
Nova Friburgo,SILVIA ANDREIA KLEIN FALTZ,PREFEITO,PT,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/706350/5_1600907815805.pdf
Nova Friburgo,WANDERSON LUIZ CUNHA NOGUEIRA,PREFEITO,PDT,NÃO ELEITO,52,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/2030402020/190001005078/pje-862bdea2-Proposta%20de%20governo.pdf
Nova Iguaçu,SEBASTIÃO WAGNER BERRIEL,PREFEITO,PT,NÃO ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/2030402020/190000894201/pje-3f3ec260-Proposta%20de%20governo.pdf
Nova Iguaçu,CARLOS AUGUSTO NOGUEIRA PINTO,PREFEITO,PSD,NÃO ELEITO,26,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/426/candidatos/574695/5_1600776349873.pdf
Nova Iguaçu,WELINGTON GUIMARÃES MATOS,PREFEITO,PSC,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/2030402020/190000678408/pje-37ccda00-Proposta%20de%20governo.pdf
Nova Iguaçu,LUIZ CARLOS DA ROCHA NOVAES,PREFEITO,PSB,NÃO ELEITO,74,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/2030402020/190001019407/pje-2c41fae7-Proposta%20de%20governo.pdf
Nova Iguaçu,MARCELO VERDAM LESSA,PREFEITO,PRTB,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/426/candidatos/642133/5_1601064109945.pdf
Nova Iguaçu,MAX RODRIGUES LEMOS,PREFEITO,PSDB,NÃO ELEITO,25,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/426/candidatos/433884/5_1600903049272.pdf
Nova Iguaçu,LECI CARVALHO E SILVA,PREFEITO,PSOL,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/426/candidatos/810681/5_1601059648963.pdf
Nova Iguaçu,ROBSON SILVA DE SOUSA,PREFEITO,REDE,NÃO ELEITO,27,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/2030402020/190001158819/pje-9c6085d1-Proposta%20de%20governo.pdf
Nova Iguaçu,ROGERIO MARTINS LISBOA,PREFEITO,PP,ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/426/candidatos/402101/5_1600901513171.pdf
Nova Iguaçu,ROSANGELA DE SOUZA GOMES,PREFEITO,REPUBLICANOS,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58696/426/candidatos/636484/5_1600819589818.pdf
Paracambi,ALESSANDRO DA CRUZ REZENDE,PREFEITO,PTB,NÃO ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58718/426/candidatos/468466/5_1600536775250.pdf
Paracambi,ERNANDES DE OLIVEIRA SOUZA FILHO,PREFEITO,CIDADANIA,NÃO ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58718/426/candidatos/705975/5_1600909116443.pdf
Paracambi,ERIVELTON DIAS COSTA,PREFEITO,PT,NÃO ELEITO,31,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58718/426/candidatos/326869/5_1600901537886.pdf
Paracambi,JULIO DA SILVA GONÇALVES OLIVEIRA,PREFEITO,REPUBLICANOS,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58718/426/candidatos/616662/5_1601048624494.pdf
Paracambi,LUCIMAR CRISTINA DA SILVA FERREIRA,PREFEITO,PL,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58718/426/candidatos/147933/5_1600283843506.pdf
Paracambi,TARCISO GONCALVES PESSOA,PREFEITO,PDT,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58718/426/candidatos/478685/5_1600717379586.pdf
Paracambi,VALERIANO DE ARAUJO TIBURCIO,PREFEITO,PATRIOTA,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58718/426/candidatos/190001254446/pje-5_160103-Proposta%20de%20governo.pdf
Paraíba do Sul,ANTONIO UOSTOM BORGES GERMANO,PREFEITO,PATRIOTA,NÃO ELEITO,31,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58734/426/candidatos/372030/5_1600631596757.pdf
Paraíba do Sul,DAYSE DEBORAH ALEXANDRE NEVES,PREFEITO,PL,ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58734/426/candidatos/386814/5_1600384451286.pdf
Paraíba do Sul,ALESSANDRO CRONGE BOUZADA,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58734/2030402020/190000782184/pje-5478a42e-Proposta%20de%20governo.pdf
Paraíba do Sul,ELIANE CRISTINA ALMEIDA,PREFEITO,PSDB,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58734/426/candidatos/363001/5_1600800407673.pdf
Paraíba do Sul,GISELLE VITAL GOBBI DA GAMA CRUZ,PREFEITO,CIDADANIA,NÃO ELEITO,NÃO TEM,2020,0,
Paraíba do Sul,FRANCISCO GONÇALVES FERNANDES,PREFEITO,PSC,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58734/426/candidatos/617232/5_1600812854130.pdf
Paraíba do Sul,MARIO SERGIO LEAL CORDEIRO,PREFEITO,PTC,NÃO ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58734/426/candidatos/636353/5_1603723217251.pdf
Paraty,DAVI NASCIMENTO PAIVA DA SILVA,PREFEITO,PSOL,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58750/426/candidatos/287941/5_1600455912111.pdf
Paraty,FABIO DA CRUZ MALVAO,PREFEITO,PTC,NÃO ELEITO,2,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58750/426/candidatos/701029/Prospostas.pdf
Paraty,LEONARDO STRAMARO PINTO,PREFEITO,PRTB,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58750/426/candidatos/766224/5_1600986799218.pdf
Paraty,LUCIANO VIEIRA DE OLIVEIRA,PREFEITO,PV,NÃO ELEITO,32,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58750/426/candidatos/640690/5_1601059131549.pdf
Paraty,LUCIANO DE OLIVEIRA VIDAL,PREFEITO,MDB,ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58750/426/candidatos/437578/5_1600465630850.pdf
Paraty,JOSE CARLOS PORTO NETO,PREFEITO,PTB,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58750/2030402020/190000747182/pje-1c2825a0-Proposta%20de%20governo.pdf
Paty do Alferes,LUCIA DE FATIMA FERNANDES FONSECA,PREFEITO,DEM,NÃO ELEITO,NÃO TEM,2020,0,
Paty do Alferes,PEDRO PAULO GONÇALVES DE OLIVEIRA,PREFEITO,MDB,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59315/2030402020/190000874897/pje-f4697f7a-Proposta%20de%20governo.pdf
Paty do Alferes,EURICO PINHEIRO BERNARDES NETO,PREFEITO,PSC,ELEITO,36,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59315/426/candidatos/826346/5_1601080313270.pdf
Paty do Alferes,KENNY PEREIRA NOBRE,PREFEITO,PDT,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59315/426/candidatos/190001109985/pje-5_160097-Proposta%20de%20governo.pdf
Paty do Alferes,MARCELO DE PAULA DA SILVA,PREFEITO,PATRIOTA,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59315/426/candidatos/723825/5_1600969245606.pdf
Petrópolis,ALEXANDRE CASTANHOLA GURGEL,PREFEITO,CIDADANIA,NÃO ELEITO,40,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/354304/5_1600364991082.pdf
Petrópolis,BERNARDO CHIM ROSSI,PREFEITO,PL,NÃO ELEITO,34,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/808772/5_1601057813464.pdf
Petrópolis,ARNALDO VIEIRA NETO,PREFEITO,PRTB,NÃO ELEITO,25,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/377795/5_1600374269428.pdf
Petrópolis,EDUARDO SILVERIO,PREFEITO,PODE,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/534053/5_1600722498340.pdf
Petrópolis,ELIAS CABRAL DA PONTE MONTES,PREFEITO,PSL,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/807572/5_1601058134591.pdf
Petrópolis,JAMIL MIGUEL SABRÁ NETO,PREFEITO,PSC,NÃO ELEITO,56,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/829588/5_1601080699981.pdf
Petrópolis,MARCOS JOSE MARQUES NOVAES,PREFEITO,PDT,NÃO ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/190001227657/pje-f9e4e9aa-Proposta%20de%20governo.pdf
Petrópolis,MATHEUS QUINTAL DE SOUSA RIBEIRO,PREFEITO,REPUBLICANOS,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/2030402020/190000795997/pje-cb207b49-Proposta%20de%20governo.pdf
Petrópolis,LEANDRO DE AZEVEDO,PREFEITO,PSD,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/190000736520/pje-b6a5ed8c-Proposta%20de%20governo.pdf
Petrópolis,JOSE LUIZ DE SOUZA LIMA,PREFEITO,PSOL,NÃO ELEITO,52,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/772483/5_1601040912046.pdf
Petrópolis,LIVIA DE LIMA MIRANDA,PREFEITO,PC DO B,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/426/candidatos/838014/5_1601090449127.pdf
Petrópolis,RAMON PEDRO DE MELLO,PREFEITO,AVANTE,NÃO ELEITO,41,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58777/2030402020/190000685016/pje-d59f3ccb-Proposta%20de%20governo.pdf
Petrópolis,RUBENS JOSÉ FRANÇA BOMTEMPO,PREFEITO,PSB,ELEITO,NÃO TEM,2020,0,
Pinheiral,CARMEN LUCIA COSTA TUBBS,PREFEITO,PRTB,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58246/426/candidatos/459693/5_1600531812522.pdf
Pinheiral,EDNARDO BARBOSA OLIVEIRA,PREFEITO,PSC,ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58246/426/candidatos/263773/5_1600021383168.pdf
Pinheiral,JULIENE DA SILVA RAMOS,PREFEITO,PSB,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58246/426/candidatos/549591/5_1600817624686.pdf
Pinheiral,RIVALNEY DESSERBELLES PEDROSA,PREFEITO,DC,NÃO ELEITO,33,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58246/426/candidatos/765872/5_1600998769220.pdf
Pinheiral,SERGÍO VINICIUS DE OLIVEIRA FILHO,PREFEITO,PATRIOTA,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58246/426/candidatos/619081/5_1600806684697.pdf
Piraí,ALZEMIRO DOS SANTOS DIAS,PREFEITO,PSB,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58793/426/candidatos/367149/5_1600878404071.pdf
Piraí,ARTHUR HENRIQUE GONÇALVES FERREIRA,PREFEITO,PSC,ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58793/426/candidatos/387138/5_1600966364141.pdf
Porciúncula,GUILHERME FONSECA CARDOSO,PREFEITO,DEM,NÃO ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58815/426/candidatos/795976/5_1601084234695.pdf
Porciúncula,LEONARDO PAES BARRETO COUTINHO,PREFEITO,SOLIDARIEDADE,ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58815/426/candidatos/437343/5_1600728317020.pdf
Porciúncula,SAULO ARAUJO CALZOLARI,PREFEITO,PDT,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58815/2030402020/190000783800/pje-84901f44-Proposta%20de%20governo.pdf
Porciúncula,JOSE PAULO FERREIRA,PREFEITO,REPUBLICANOS,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58815/426/candidatos/627067/5_1601061612727.pdf
Porto Real,AILTON BASILIO MARQUES,PREFEITO,PDT,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58327/426/candidatos/382591/5_1600903060240.pdf
Porto Real,ALEXANDRE AUGUSTUS SERFIOTIS,PREFEITO,PSD,ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58327/426/candidatos/663442/5_1600897348685.pdf
Porto Real,SILVIA CARLA BERNARDELLI FRAGA MOREIRA,PREFEITO,CIDADANIA,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58327/426/candidatos/348379/5_1600293843184.pdf
Porto Real,VALCIR NOGUEIRA DA SILVA,PREFEITO,PP,NÃO ELEITO,41,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58327/426/candidatos/394266/5_1600812502019.pdf
Quatis,ALUÍSIO MAX ALVES D’ELIAS,PREFEITO,PSC,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58025/426/candidatos/252830/5_1600800526113.pdf
Quatis,MARCELA DA SILVA FONSECA MEYER,PREFEITO,PSD,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58025/426/candidatos/475051/5_1600968767619.pdf
Quatis,APARECIDA REGINA DOS SANTOS,PREFEITO,REPUBLICANOS,NÃO ELEITO,40,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58025/426/candidatos/794308/5_1601044589374.pdf
Quatis,ROGERIO BATISTA DE ELIAS,PREFEITO,PSL,NÃO ELEITO,NÃO TEM,2020,0,
Queimados,DULCELENA DOS SANTOS,PREFEITO,PSOL,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58122/426/candidatos/643278/5_1600828622479.pdf
Queimados,MARCELO MARINHO DE OLIVEIRA,PREFEITO,PMN,NÃO ELEITO,33,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58122/426/candidatos/227576/5_1600526307114.pdf
Queimados,EDMILSON GOMES FERREIRA,PREFEITO,PC DO B,NÃO ELEITO,NÃO TEM,2020,0,
Queimados,GLAUCO BARBOSA HOFFMAN KAIZER,PREFEITO,SOLIDARIEDADE,ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58122/426/candidatos/701001/5_1600904042693.pdf
Queimados,CARLOS MACHADO DE OLIVEIRA,PREFEITO,DEM,NÃO ELEITO,NÃO TEM,2020,0,
Queimados,ELIAS JOSE DA CRUZ,PREFEITO,PROS,NÃO ELEITO,NÃO TEM,2020,0,
Queimados,MARCIO FERREIRA RODRIGUES DE FREITAS,PREFEITO,PTB,NÃO ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58122/426/candidatos/594076/5_1600809252859.pdf
Queimados,LENINE RODRIGUES LEMOS,PREFEITO,PSDB,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58122/2030402020/190000747097/pje-27f97e61-Proposta%20de%20governo.pdf
Queimados,JOSE RIBAMAR DE LIMA,PREFEITO,PT,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58122/426/candidatos/190000965677/pje-15c1a43c-Proposta%20de%20governo.pdf
Queimados,ZAQUEU DA SILVA TEIXEIRA,PREFEITO,PSD,NÃO ELEITO,22,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58122/426/candidatos/427366/5_1600821369068.pdf
Quissamã,ARMANDO CUNHA CARNEIRO DA SILVA,PREFEITO,PSC,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58009/426/candidatos/565389/5_1600894823379.pdf
Quissamã,DJAMIM FERREIRA DE SOUZA,PREFEITO,PRTB,NÃO ELEITO,66,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58009/426/candidatos/456672/5_1600550597909.pdf
Quissamã,LEANDRO FRANCISCO NEVES,PREFEITO,AVANTE,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58009/426/candidatos/846785/5_1601153847635.pdf
Quissamã,MARIA DE FÁTIMA PACHECO,PREFEITO,DEM,ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58009/426/candidatos/661870/5_1600967139263.pdf
Quissamã,EMANUEL DE SOUZA BATISTA,PREFEITO,PODE,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58009/2030402020/190000796769/pje-3b455ca6-Proposta%20de%20governo.pdf
Resende,CELIO LAUREANO SANTIAGO,PREFEITO,AVANTE,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58831/426/candidatos/49669/5_1600274305595.pdf
Resende,CRISTIANO GONÇALVES,PREFEITO,REPUBLICANOS,NÃO ELEITO,61,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58831/426/candidatos/437381/5_1600956448693.pdf
Resende,DIOGO GONÇALVES BALIEIRO DINIZ,PREFEITO,DEM,ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58831/426/candidatos/408028/5_1600869173951.pdf
Resende,GABRIELA CORREIA DE SOUZA E LIMA,PREFEITO,PT,NÃO ELEITO,31,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58831/426/candidatos/616439/5_1601047895104.pdf
